topic,source,negative,neutral,positive,negative_neutral_diff,positive_neutral_diff
69_ракеты_баллистической_корея_ракета,BBC,0.222,0.667,0.111,0.44500000000000006,0.556
69_ракеты_баллистической_корея_ракета,RBK,0.179,0.571,0.25,0.39199999999999996,0.32099999999999995
69_ракеты_баллистической_корея_ракета,UNIAN,0.571,0.286,0.143,0.285,0.143
69_ракеты_баллистической_корея_ракета,UkraineNow,0.294,0.529,0.176,0.23500000000000004,0.35300000000000004
69_ракеты_баллистической_корея_ракета,Ukraine24,0.0,0.0,0.0,0.0,0.0
69_ракеты_баллистической_корея_ракета,WashingtonPost,0.5,0.5,0.0,0.0,0.5
6_банк_валюте_банки_валюты,WashingtonPost,1.0,0.0,0.0,1.0,0.0
6_банк_валюте_банки_валюты,NYT,1.0,0.0,0.0,1.0,0.0
6_банк_валюте_банки_валюты,Ukraine24,0.8,0.2,0.0,0.6000000000000001,0.2
6_банк_валюте_банки_валюты,BBC,0.579,0.263,0.158,0.31599999999999995,0.10500000000000001
6_банк_валюте_банки_валюты,UkraineNow,0.608,0.314,0.078,0.294,0.236
6_банк_валюте_банки_валюты,ShockedUkraine,0.353,0.588,0.059,0.235,0.5289999999999999
6_банк_валюте_банки_валюты,UNIAN,0.515,0.324,0.162,0.191,0.162
6_банк_валюте_банки_валюты,TACC,0.322,0.39,0.288,0.068,0.10200000000000004
6_банк_валюте_банки_валюты,RIANews,0.368,0.386,0.245,0.018000000000000016,0.14100000000000001
6_банк_валюте_банки_валюты,Meduza,0.41,0.393,0.197,0.01699999999999996,0.196
6_банк_валюте_банки_валюты,RBK,0.371,0.365,0.265,0.006000000000000005,0.09999999999999998
6_банк_валюте_банки_валюты,NovayaGazeta,0.429,0.429,0.143,0.0,0.28600000000000003
70_автомобилей_автоваз_volkswagen_автомобили,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
70_автомобилей_автоваз_volkswagen_автомобили,Ukraine24,0.333,0.667,0.0,0.334,0.667
70_автомобилей_автоваз_volkswagen_автомобили,RIANews,0.231,0.508,0.262,0.277,0.246
70_автомобилей_автоваз_volkswagen_автомобили,BBC,0.636,0.364,0.0,0.272,0.364
70_автомобилей_автоваз_volkswagen_автомобили,Meduza,0.538,0.269,0.192,0.269,0.07700000000000001
70_автомобилей_автоваз_volkswagen_автомобили,ShockedUkraine,0.4,0.6,0.0,0.19999999999999996,0.6
70_автомобилей_автоваз_volkswagen_автомобили,RBK,0.418,0.316,0.266,0.10199999999999998,0.04999999999999999
70_автомобилей_автоваз_volkswagen_автомобили,TACC,0.459,0.392,0.149,0.067,0.24300000000000002
70_автомобилей_автоваз_volkswagen_автомобили,UNIAN,0.429,0.464,0.107,0.03500000000000003,0.35700000000000004
70_автомобилей_автоваз_volkswagen_автомобили,UkraineNow,0.464,0.429,0.107,0.03500000000000003,0.322
70_автомобилей_автоваз_volkswagen_автомобили,WashingtonPost,0.0,0.0,0.0,0.0,0.0
70_автомобилей_автоваз_volkswagen_автомобили,NYT,0.0,0.0,0.0,0.0,0.0
71_законопроект_военного_закон_продлении,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
71_законопроект_военного_закон_продлении,Ukraine24,0.286,0.714,0.0,0.428,0.714
71_законопроект_военного_закон_продлении,ShockedUkraine,0.267,0.667,0.067,0.4,0.6000000000000001
71_законопроект_военного_закон_продлении,TACC,0.224,0.586,0.19,0.362,0.39599999999999996
71_законопроект_военного_закон_продлении,RIANews,0.267,0.6,0.133,0.33299999999999996,0.46699999999999997
71_законопроект_военного_закон_продлении,Meduza,0.259,0.556,0.185,0.29700000000000004,0.37100000000000005
71_законопроект_военного_закон_продлении,BBC,0.5,0.318,0.182,0.182,0.136
71_законопроект_военного_закон_продлении,UkraineNow,0.355,0.5,0.145,0.14500000000000002,0.355
71_законопроект_военного_закон_продлении,UNIAN,0.355,0.434,0.211,0.07900000000000001,0.223
71_законопроект_военного_закон_продлении,RBK,0.37,0.407,0.222,0.03699999999999998,0.18499999999999997
71_законопроект_военного_закон_продлении,WashingtonPost,0.0,0.0,0.0,0.0,0.0
71_законопроект_военного_закон_продлении,NYT,0.0,0.0,0.0,0.0,0.0
72_пленными_пленных_военнопленных_военнопленными,WashingtonPost,0.167,0.833,0.0,0.6659999999999999,0.833
72_пленными_пленных_военнопленных_военнопленными,Ukraine24,0.75,0.25,0.0,0.5,0.25
72_пленными_пленных_военнопленных_военнопленными,BBC,0.697,0.303,0.0,0.39399999999999996,0.303
72_пленными_пленных_военнопленных_военнопленными,NovayaGazeta,0.333,0.667,0.0,0.334,0.667
72_пленными_пленных_военнопленных_военнопленными,NYT,0.667,0.333,0.0,0.334,0.333
72_пленными_пленных_военнопленных_военнопленными,UNIAN,0.578,0.312,0.109,0.26599999999999996,0.203
72_пленными_пленных_военнопленных_военнопленными,RBK,0.571,0.333,0.095,0.23799999999999993,0.23800000000000002
72_пленными_пленных_военнопленных_военнопленными,TACC,0.326,0.543,0.13,0.21700000000000003,0.41300000000000003
72_пленными_пленных_военнопленных_военнопленными,UkraineNow,0.565,0.413,0.022,0.15199999999999997,0.39099999999999996
72_пленными_пленных_военнопленных_военнопленными,ShockedUkraine,0.5,0.45,0.05,0.04999999999999999,0.4
72_пленными_пленных_военнопленных_военнопленными,RIANews,0.5,0.45,0.05,0.04999999999999999,0.4
72_пленными_пленных_военнопленных_военнопленными,Meduza,0.478,0.457,0.065,0.020999999999999963,0.392
73_враг_противник_донецком_оккупанты,ShockedUkraine,0.769,0.231,0.0,0.538,0.231
73_враг_противник_донецком_оккупанты,TACC,0.2,0.6,0.2,0.39999999999999997,0.39999999999999997
73_враг_противник_донецком_оккупанты,Meduza,0.333,0.667,0.0,0.334,0.667
73_враг_противник_донецком_оккупанты,UkraineNow,0.54,0.357,0.103,0.18300000000000005,0.254
73_враг_противник_донецком_оккупанты,Ukraine24,0.583,0.417,0.0,0.16599999999999998,0.417
73_враг_противник_донецком_оккупанты,RIANews,0.375,0.5,0.125,0.125,0.375
73_враг_противник_донецком_оккупанты,BBC,0.375,0.5,0.125,0.125,0.375
73_враг_противник_донецком_оккупанты,UNIAN,0.451,0.432,0.117,0.019000000000000017,0.315
73_враг_противник_донецком_оккупанты,RBK,0.0,0.0,0.0,0.0,0.0
73_враг_противник_донецком_оккупанты,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
73_враг_противник_донецком_оккупанты,WashingtonPost,0.0,0.0,0.0,0.0,0.0
73_враг_противник_донецком_оккупанты,NYT,0.0,0.0,0.0,0.0,0.0
74_великобритании_великобритания_британия_министр,Ukraine24,0.0,1.0,0.0,1.0,1.0
74_великобритании_великобритания_британия_министр,WashingtonPost,0.0,1.0,0.0,1.0,1.0
74_великобритании_великобритания_британия_министр,NYT,0.0,1.0,0.0,1.0,1.0
74_великобритании_великобритания_британия_министр,Meduza,0.043,0.783,0.174,0.74,0.609
74_великобритании_великобритания_британия_министр,ShockedUkraine,0.071,0.786,0.143,0.7150000000000001,0.643
74_великобритании_великобритания_британия_министр,TACC,0.136,0.763,0.102,0.627,0.661
74_великобритании_великобритания_британия_министр,RIANews,0.125,0.75,0.125,0.625,0.625
74_великобритании_великобритания_британия_министр,UkraineNow,0.109,0.609,0.281,0.5,0.32799999999999996
74_великобритании_великобритания_британия_министр,UNIAN,0.078,0.547,0.375,0.46900000000000003,0.17200000000000004
74_великобритании_великобритания_британия_министр,RBK,0.0,0.412,0.588,0.412,0.176
74_великобритании_великобритания_британия_министр,BBC,0.22,0.366,0.415,0.146,0.04899999999999999
74_великобритании_великобритания_британия_министр,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
75_франции_макрон_выборов_президентских,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
75_франции_макрон_выборов_президентских,WashingtonPost,0.0,1.0,0.0,1.0,1.0
75_франции_макрон_выборов_президентских,TACC,0.18,0.798,0.022,0.6180000000000001,0.776
75_франции_макрон_выборов_президентских,RIANews,0.214,0.754,0.032,0.54,0.722
75_франции_макрон_выборов_президентских,UNIAN,0.231,0.692,0.077,0.46099999999999997,0.615
75_франции_макрон_выборов_президентских,RBK,0.286,0.643,0.071,0.35700000000000004,0.5720000000000001
75_франции_макрон_выборов_президентских,UkraineNow,0.417,0.583,0.0,0.16599999999999998,0.583
75_франции_макрон_выборов_президентских,Meduza,0.429,0.571,0.0,0.14199999999999996,0.571
75_франции_макрон_выборов_президентских,Ukraine24,0.5,0.5,0.0,0.0,0.5
75_франции_макрон_выборов_президентских,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
75_франции_макрон_выборов_президентских,BBC,0.462,0.462,0.077,0.0,0.385
75_франции_макрон_выборов_президентских,NYT,0.0,0.0,0.0,0.0,0.0
76_концерт_концерты_концерта_концерте,NYT,0.0,1.0,0.0,1.0,1.0
76_концерт_концерты_концерта_концерте,ShockedUkraine,0.0,0.8,0.2,0.8,0.6000000000000001
76_концерт_концерты_концерта_концерте,TACC,0.146,0.707,0.146,0.5609999999999999,0.5609999999999999
76_концерт_концерты_концерта_концерте,RIANews,0.226,0.742,0.032,0.516,0.71
76_концерт_концерты_концерта_концерте,NovayaGazeta,0.667,0.333,0.0,0.334,0.333
76_концерт_концерты_концерта_концерте,Meduza,0.211,0.5,0.289,0.28900000000000003,0.21100000000000002
76_концерт_концерты_концерта_концерте,UkraineNow,0.218,0.491,0.291,0.273,0.2
76_концерт_концерты_концерта_концерте,UNIAN,0.264,0.491,0.245,0.22699999999999998,0.246
76_концерт_концерты_концерта_концерте,RBK,0.296,0.481,0.222,0.185,0.259
76_концерт_концерты_концерта_концерте,BBC,0.235,0.353,0.412,0.118,0.059
76_концерт_концерты_концерта_концерте,Ukraine24,0.5,0.5,0.0,0.0,0.5
76_концерт_концерты_концерта_концерте,WashingtonPost,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
77_обстреляли_координации_огня_украинские,RBK,1.0,0.0,0.0,1.0,0.0
77_обстреляли_координации_огня_украинские,UkraineNow,1.0,0.0,0.0,1.0,0.0
77_обстреляли_координации_огня_украинские,Meduza,1.0,0.0,0.0,1.0,0.0
77_обстреляли_координации_огня_украинские,RIANews,0.3,0.644,0.056,0.34400000000000003,0.588
77_обстреляли_координации_огня_украинские,TACC,0.654,0.321,0.025,0.333,0.296
77_обстреляли_координации_огня_украинские,UNIAN,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,Ukraine24,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,WashingtonPost,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,BBC,0.0,0.0,0.0,0.0,0.0
77_обстреляли_координации_огня_украинские,NYT,0.0,0.0,0.0,0.0,0.0
78_видео_взрыва_кадры_публикуют,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
78_видео_взрыва_кадры_публикуют,TACC,0.0,1.0,0.0,1.0,1.0
78_видео_взрыва_кадры_публикуют,WashingtonPost,0.0,1.0,0.0,1.0,1.0
78_видео_взрыва_кадры_публикуют,Ukraine24,0.625,0.375,0.0,0.25,0.375
78_видео_взрыва_кадры_публикуют,RIANews,0.36,0.6,0.04,0.24,0.5599999999999999
78_видео_взрыва_кадры_публикуют,RBK,0.6,0.4,0.0,0.19999999999999996,0.4
78_видео_взрыва_кадры_публикуют,UkraineNow,0.43,0.548,0.022,0.11800000000000005,0.526
78_видео_взрыва_кадры_публикуют,ShockedUkraine,0.458,0.508,0.034,0.04999999999999999,0.474
78_видео_взрыва_кадры_публикуют,UNIAN,0.468,0.442,0.091,0.026000000000000023,0.351
78_видео_взрыва_кадры_публикуют,Meduza,0.467,0.467,0.067,0.0,0.4
78_видео_взрыва_кадры_публикуют,BBC,0.5,0.5,0.0,0.0,0.5
78_видео_взрыва_кадры_публикуют,NYT,0.0,0.0,0.0,0.0,0.0
79_калининградскую_транзита_калининград_калининградской,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
79_калининградскую_транзита_калининград_калининградской,WashingtonPost,1.0,0.0,0.0,1.0,0.0
79_калининградскую_транзита_калининград_калининградской,NYT,1.0,0.0,0.0,1.0,0.0
79_калининградскую_транзита_калининград_калининградской,UNIAN,0.7,0.25,0.05,0.44999999999999996,0.2
79_калининградскую_транзита_калининград_калининградской,BBC,0.714,0.286,0.0,0.428,0.286
79_калининградскую_транзита_калининград_калининградской,ShockedUkraine,0.571,0.393,0.036,0.17799999999999994,0.35700000000000004
79_калининградскую_транзита_калининград_калининградской,TACC,0.539,0.382,0.079,0.15700000000000003,0.303
79_калининградскую_транзита_калининград_калининградской,RBK,0.5,0.389,0.111,0.11099999999999999,0.278
79_калининградскую_транзита_калининград_калининградской,UkraineNow,0.474,0.395,0.132,0.07899999999999996,0.263
79_калининградскую_транзита_калининград_калининградской,RIANews,0.508,0.443,0.049,0.065,0.394
79_калининградскую_транзита_калининград_калининградской,Meduza,0.481,0.519,0.0,0.038000000000000034,0.519
79_калининградскую_транзита_калининград_калининградской,Ukraine24,0.0,0.0,0.0,0.0,0.0
7_беларуси_белоруссии_беларусь_белоруссия,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
7_беларуси_белоруссии_беларусь_белоруссия,RBK,0.228,0.667,0.105,0.43900000000000006,0.562
7_беларуси_белоруссии_беларусь_белоруссия,RIANews,0.287,0.691,0.022,0.40399999999999997,0.6689999999999999
7_беларуси_белоруссии_беларусь_белоруссия,WashingtonPost,0.333,0.667,0.0,0.334,0.667
7_беларуси_белоруссии_беларусь_белоруссия,TACC,0.31,0.64,0.05,0.33,0.59
7_беларуси_белоруссии_беларусь_белоруссия,UkraineNow,0.534,0.405,0.061,0.129,0.34400000000000003
7_беларуси_белоруссии_беларусь_белоруссия,UNIAN,0.476,0.369,0.155,0.10699999999999998,0.214
7_беларуси_белоруссии_беларусь_белоруссия,Meduza,0.444,0.389,0.167,0.05499999999999999,0.222
7_беларуси_белоруссии_беларусь_белоруссия,BBC,0.467,0.433,0.1,0.03400000000000003,0.33299999999999996
7_беларуси_белоруссии_беларусь_белоруссия,Ukraine24,0.5,0.469,0.031,0.031000000000000028,0.43799999999999994
7_беларуси_белоруссии_беларусь_белоруссия,ShockedUkraine,0.472,0.491,0.038,0.019000000000000017,0.453
7_беларуси_белоруссии_беларусь_белоруссия,NYT,0.0,0.0,0.0,0.0,0.0
80_резниченко_ракетный_днепропетровской_ракета,Ukraine24,0.0,1.0,0.0,1.0,1.0
80_резниченко_ракетный_днепропетровской_ракета,RBK,0.0,1.0,0.0,1.0,1.0
80_резниченко_ракетный_днепропетровской_ракета,BBC,0.857,0.107,0.036,0.75,0.07100000000000001
80_резниченко_ракетный_днепропетровской_ракета,UNIAN,0.802,0.176,0.022,0.6260000000000001,0.154
80_резниченко_ракетный_днепропетровской_ракета,TACC,0.8,0.2,0.0,0.6000000000000001,0.2
80_резниченко_ракетный_днепропетровской_ракета,UkraineNow,0.74,0.24,0.021,0.5,0.219
80_резниченко_ракетный_днепропетровской_ракета,ShockedUkraine,0.627,0.314,0.059,0.313,0.255
80_резниченко_ракетный_днепропетровской_ракета,RIANews,0.429,0.571,0.0,0.14199999999999996,0.571
80_резниченко_ракетный_днепропетровской_ракета,Meduza,0.556,0.444,0.0,0.11200000000000004,0.444
80_резниченко_ракетный_днепропетровской_ракета,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
80_резниченко_ракетный_днепропетровской_ракета,WashingtonPost,0.0,0.0,0.0,0.0,0.0
80_резниченко_ракетный_днепропетровской_ракета,NYT,0.0,0.0,0.0,0.0,0.0
81_порты_судно_порт_судна,Ukraine24,0.0,1.0,0.0,1.0,1.0
81_порты_судно_порт_судна,BBC,0.75,0.25,0.0,0.5,0.25
81_порты_судно_порт_судна,NovayaGazeta,0.667,0.333,0.0,0.334,0.333
81_порты_судно_порт_судна,UkraineNow,0.63,0.326,0.043,0.304,0.28300000000000003
81_порты_судно_порт_судна,UNIAN,0.543,0.4,0.057,0.14300000000000002,0.343
81_порты_судно_порт_судна,ShockedUkraine,0.571,0.429,0.0,0.14199999999999996,0.429
81_порты_судно_порт_судна,RIANews,0.397,0.483,0.121,0.08599999999999997,0.362
81_порты_судно_порт_судна,RBK,0.412,0.471,0.118,0.059,0.353
81_порты_судно_порт_судна,Meduza,0.45,0.5,0.05,0.04999999999999999,0.45
81_порты_судно_порт_судна,TACC,0.457,0.426,0.117,0.031000000000000028,0.309
81_порты_судно_порт_судна,WashingtonPost,0.0,0.0,0.0,0.0,0.0
81_порты_судно_порт_судна,NYT,0.0,0.0,0.0,0.0,0.0
82_биолабораторий_биологической_биологических_биолабораториях,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
82_биолабораторий_биологической_биологических_биолабораториях,RBK,0.118,0.706,0.176,0.588,0.53
82_биолабораторий_биологической_биологических_биолабораториях,NovayaGazeta,0.25,0.75,0.0,0.5,0.75
82_биолабораторий_биологической_биологических_биолабораториях,Meduza,0.222,0.667,0.111,0.44500000000000006,0.556
82_биолабораторий_биологической_биологических_биолабораториях,TACC,0.266,0.691,0.043,0.42499999999999993,0.6479999999999999
82_биолабораторий_биологической_биологических_биолабораториях,RIANews,0.295,0.682,0.023,0.38700000000000007,0.659
82_биолабораторий_биологической_биологических_биолабораториях,UNIAN,0.64,0.28,0.08,0.36,0.2
82_биолабораторий_биологической_биологических_биолабораториях,Ukraine24,0.0,0.0,0.0,0.0,0.0
82_биолабораторий_биологической_биологических_биолабораториях,WashingtonPost,0.0,0.0,0.0,0.0,0.0
82_биолабораторий_биологической_биологических_биолабораториях,UkraineNow,0.467,0.467,0.067,0.0,0.4
82_биолабораторий_биологической_биологических_биолабораториях,BBC,0.5,0.5,0.0,0.0,0.5
82_биолабораторий_биологической_биологических_биолабораториях,NYT,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,UNIAN,0.0,1.0,0.0,1.0,1.0
83_бастрыкин_расследовать_уголовное_украинскими,UkraineNow,1.0,0.0,0.0,1.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,Meduza,0.3,0.7,0.0,0.39999999999999997,0.7
83_бастрыкин_расследовать_уголовное_украинскими,RBK,0.455,0.545,0.0,0.09000000000000002,0.545
83_бастрыкин_расследовать_уголовное_украинскими,TACC,0.515,0.485,0.0,0.030000000000000027,0.485
83_бастрыкин_расследовать_уголовное_украинскими,Ukraine24,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,RIANews,0.5,0.5,0.0,0.0,0.5
83_бастрыкин_расследовать_уголовное_украинскими,WashingtonPost,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,BBC,0.0,0.0,0.0,0.0,0.0
83_бастрыкин_расследовать_уголовное_украинскими,NYT,0.0,0.0,0.0,0.0,0.0
84_экономики_2022_экономических_экономика,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
84_экономики_2022_экономических_экономика,RIANews,0.216,0.667,0.118,0.45100000000000007,0.549
84_экономики_2022_экономических_экономика,UkraineNow,0.111,0.556,0.333,0.44500000000000006,0.22300000000000003
84_экономики_2022_экономических_экономика,NovayaGazeta,0.714,0.286,0.0,0.428,0.286
84_экономики_2022_экономических_экономика,BBC,0.66,0.255,0.085,0.405,0.16999999999999998
84_экономики_2022_экономических_экономика,Meduza,0.609,0.217,0.174,0.392,0.04300000000000001
84_экономики_2022_экономических_экономика,TACC,0.232,0.598,0.171,0.366,0.42699999999999994
84_экономики_2022_экономических_экономика,RBK,0.4,0.36,0.24,0.040000000000000036,0.12
84_экономики_2022_экономических_экономика,UNIAN,0.462,0.462,0.077,0.0,0.385
84_экономики_2022_экономических_экономика,Ukraine24,0.333,0.333,0.333,0.0,0.0
84_экономики_2022_экономических_экономика,WashingtonPost,0.0,0.0,0.0,0.0,0.0
84_экономики_2022_экономических_экономика,NYT,0.0,0.0,0.0,0.0,0.0
85_молдавии_молдовы_молдова_молдову,NYT,0.0,1.0,0.0,1.0,1.0
85_молдавии_молдовы_молдова_молдову,Meduza,0.8,0.2,0.0,0.6000000000000001,0.2
85_молдавии_молдовы_молдова_молдову,BBC,0.778,0.222,0.0,0.556,0.222
85_молдавии_молдовы_молдова_молдову,UNIAN,0.677,0.226,0.097,0.45100000000000007,0.129
85_молдавии_молдовы_молдова_молдову,RBK,0.667,0.286,0.048,0.38100000000000006,0.238
85_молдавии_молдовы_молдова_молдову,Ukraine24,0.667,0.333,0.0,0.334,0.333
85_молдавии_молдовы_молдова_молдову,ShockedUkraine,0.615,0.385,0.0,0.22999999999999998,0.385
85_молдавии_молдовы_молдова_молдову,UkraineNow,0.56,0.36,0.08,0.20000000000000007,0.27999999999999997
85_молдавии_молдовы_молдова_молдову,TACC,0.541,0.414,0.045,0.12700000000000006,0.369
85_молдавии_молдовы_молдова_молдову,RIANews,0.487,0.513,0.0,0.026000000000000023,0.513
85_молдавии_молдовы_молдова_молдову,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
85_молдавии_молдовы_молдова_молдову,WashingtonPost,0.5,0.5,0.0,0.0,0.5
86_памятник_памятника_советским_демонтировали,Ukraine24,0.0,1.0,0.0,1.0,1.0
86_памятник_памятника_советским_демонтировали,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
86_памятник_памятника_советским_демонтировали,UkraineNow,0.231,0.769,0.0,0.538,0.769
86_памятник_памятника_советским_демонтировали,ShockedUkraine,0.214,0.75,0.036,0.536,0.714
86_памятник_памятника_советским_демонтировали,TACC,0.282,0.682,0.035,0.4000000000000001,0.647
86_памятник_памятника_советским_демонтировали,BBC,0.692,0.308,0.0,0.38399999999999995,0.308
86_памятник_памятника_советским_демонтировали,RIANews,0.35,0.633,0.017,0.28300000000000003,0.616
86_памятник_памятника_советским_демонтировали,RBK,0.2,0.4,0.4,0.2,0.0
86_памятник_памятника_советским_демонтировали,UNIAN,0.415,0.512,0.073,0.09700000000000003,0.439
86_памятник_памятника_советским_демонтировали,Meduza,0.452,0.548,0.0,0.09600000000000003,0.548
86_памятник_памятника_советским_демонтировали,WashingtonPost,0.0,0.0,0.0,0.0,0.0
86_памятник_памятника_советским_демонтировали,NYT,0.0,0.0,0.0,0.0,0.0
87_православной_московского_патриарха_кирилл,NYT,0.0,1.0,0.0,1.0,1.0
87_православной_московского_патриарха_кирилл,RIANews,0.245,0.714,0.041,0.469,0.6729999999999999
87_православной_московского_патриарха_кирилл,ShockedUkraine,0.286,0.714,0.0,0.428,0.714
87_православной_московского_патриарха_кирилл,RBK,0.615,0.346,0.038,0.269,0.308
87_православной_московского_патриарха_кирилл,UNIAN,0.592,0.388,0.02,0.20399999999999996,0.368
87_православной_московского_патриарха_кирилл,NovayaGazeta,0.6,0.4,0.0,0.19999999999999996,0.4
87_православной_московского_патриарха_кирилл,UkraineNow,0.594,0.406,0.0,0.18799999999999994,0.406
87_православной_московского_патриарха_кирилл,BBC,0.548,0.387,0.065,0.16100000000000003,0.322
87_православной_московского_патриарха_кирилл,TACC,0.462,0.5,0.038,0.03799999999999998,0.462
87_православной_московского_патриарха_кирилл,Meduza,0.467,0.5,0.033,0.032999999999999974,0.46699999999999997
87_православной_московского_патриарха_кирилл,Ukraine24,0.333,0.333,0.333,0.0,0.0
87_православной_московского_патриарха_кирилл,WashingtonPost,0.5,0.5,0.0,0.0,0.5
88_mcdonald_ресторанов_макдоналдс_рестораны,Ukraine24,1.0,0.0,0.0,1.0,0.0
88_mcdonald_ресторанов_макдоналдс_рестораны,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
88_mcdonald_ресторанов_макдоналдс_рестораны,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
88_mcdonald_ресторанов_макдоналдс_рестораны,NYT,0.0,1.0,0.0,1.0,1.0
88_mcdonald_ресторанов_макдоналдс_рестораны,WashingtonPost,0.25,0.75,0.0,0.5,0.75
88_mcdonald_ресторанов_макдоналдс_рестораны,UNIAN,0.625,0.312,0.062,0.313,0.25
88_mcdonald_ресторанов_макдоналдс_рестораны,Meduza,0.27,0.541,0.189,0.271,0.35200000000000004
88_mcdonald_ресторанов_макдоналдс_рестораны,UkraineNow,0.476,0.286,0.238,0.19,0.04799999999999999
88_mcdonald_ресторанов_макдоналдс_рестораны,RIANews,0.482,0.321,0.196,0.16099999999999998,0.125
88_mcdonald_ресторанов_макдоналдс_рестораны,BBC,0.385,0.231,0.385,0.154,0.154
88_mcdonald_ресторанов_макдоналдс_рестораны,RBK,0.351,0.421,0.228,0.07,0.19299999999999998
88_mcdonald_ресторанов_макдоналдс_рестораны,TACC,0.338,0.299,0.364,0.039000000000000035,0.065
89_карта_тревога_областях_украина,Ukraine24,1.0,0.0,0.0,1.0,0.0
89_карта_тревога_областях_украина,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
89_карта_тревога_областях_украина,Meduza,0.318,0.682,0.0,0.36400000000000005,0.682
89_карта_тревога_областях_украина,RBK,0.667,0.333,0.0,0.334,0.333
89_карта_тревога_областях_украина,BBC,0.6,0.4,0.0,0.19999999999999996,0.4
89_карта_тревога_областях_украина,UkraineNow,0.457,0.492,0.051,0.034999999999999976,0.441
89_карта_тревога_областях_украина,UNIAN,0.469,0.469,0.062,0.0,0.407
89_карта_тревога_областях_украина,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
89_карта_тревога_областях_украина,TACC,0.0,0.0,0.0,0.0,0.0
89_карта_тревога_областях_украина,RIANews,0.5,0.5,0.0,0.0,0.5
89_карта_тревога_областях_украина,WashingtonPost,0.0,0.0,0.0,0.0,0.0
89_карта_тревога_областях_украина,NYT,0.0,0.0,0.0,0.0,0.0
8_минобороны_вертолет_воздушных_самолета,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
8_минобороны_вертолет_воздушных_самолета,BBC,0.882,0.118,0.0,0.764,0.118
8_минобороны_вертолет_воздушных_самолета,Meduza,0.87,0.13,0.0,0.74,0.13
8_минобороны_вертолет_воздушных_самолета,Ukraine24,0.3,0.7,0.0,0.39999999999999997,0.7
8_минобороны_вертолет_воздушных_самолета,RIANews,0.333,0.66,0.006,0.327,0.654
8_минобороны_вертолет_воздушных_самолета,UNIAN,0.629,0.303,0.068,0.326,0.235
8_минобороны_вертолет_воздушных_самолета,UkraineNow,0.608,0.287,0.105,0.321,0.182
8_минобороны_вертолет_воздушных_самолета,RBK,0.625,0.312,0.062,0.313,0.25
8_минобороны_вертолет_воздушных_самолета,ShockedUkraine,0.606,0.366,0.028,0.24,0.33799999999999997
8_минобороны_вертолет_воздушных_самолета,TACC,0.456,0.525,0.019,0.069,0.506
8_минобороны_вертолет_воздушных_самолета,WashingtonPost,0.0,0.0,0.0,0.0,0.0
8_минобороны_вертолет_воздушных_самолета,NYT,0.0,0.0,0.0,0.0,0.0
90_brent_цена_ice_бирже,Meduza,0.1,0.8,0.1,0.7000000000000001,0.7000000000000001
90_brent_цена_ice_бирже,NovayaGazeta,0.0,0.667,0.333,0.667,0.334
90_brent_цена_ice_бирже,RIANews,0.125,0.75,0.125,0.625,0.625
90_brent_цена_ice_бирже,TACC,0.16,0.596,0.244,0.43599999999999994,0.352
90_brent_цена_ice_бирже,RBK,0.231,0.59,0.179,0.359,0.411
90_brent_цена_ice_бирже,UkraineNow,0.333,0.0,0.667,0.333,0.667
90_brent_цена_ice_бирже,UNIAN,0.333,0.5,0.167,0.16699999999999998,0.33299999999999996
